loss,accuracy,val_loss,val_accuracy
0.08799989521503448,0.9702878594398499,0.11419025808572769,0.9615598917007446
0.054294437170028687,0.9782729744911194,0.09931851923465729,0.9662952423095703
0.04911402612924576,0.9801300168037415,0.0981522724032402,0.9665738344192505
0.04007586091756821,0.9843082427978516,0.1210772693157196,0.9679665565490723
0.040207233279943466,0.9844011068344116,0.11289599537849426,0.9668523669242859
0.03270512819290161,0.9869080781936646,0.11383353918790817,0.9710306525230408
0.03280365467071533,0.9883936643600464,0.11786501854658127,0.9699164628982544
0.032890159636735916,0.9878365993499756,0.12085098028182983,0.9676880240440369
0.02551202103495598,0.9899721741676331,0.1285574734210968,0.9690808057785034
0.024095116183161736,0.9914577603340149,0.13181251287460327,0.9657381772994995
0.03171554207801819,0.98727947473526,0.11780551075935364,0.9688022136688232
0.026697123423218727,0.9902507066726685,0.15220870077610016,0.9654595851898193
0.03500586748123169,0.9862581491470337,0.14446233212947845,0.9682451486587524
0.028789088129997253,0.9883936643600464,0.12492778897285461,0.9701949954032898
0.025297584012150764,0.9900649785995483,0.1322057545185089,0.9699164628982544
0.025717468932271004,0.9902507066726685,0.13006611168384552,0.9676880240440369
0.02040078490972519,0.9938718676567078,0.14961208403110504,0.9696378707885742
0.01816513203084469,0.9930362105369568,0.16747169196605682,0.9696378707885742
0.026137668639421463,0.9900649785995483,0.13842768967151642,0.9671308994293213
0.020172206684947014,0.9937790036201477,0.14532986283302307,0.9662952423095703
0.02118407003581524,0.9916434288024902,0.1340731978416443,0.9674094915390015
0.02487986534833908,0.9909006357192993,0.12399782240390778,0.9701949954032898
0.020199142396450043,0.9922934174537659,0.1300097405910492,0.9729804992675781
0.01779872179031372,0.9933147430419922,0.13809147477149963,0.9704735279083252
0.022541848942637444,0.9909006357192993,0.1578119397163391,0.9668523669242859
0.018962688744068146,0.9930362105369568,0.15374648571014404,0.9699164628982544
0.012181087397038937,0.9947075247764587,0.17570602893829346,0.9671308994293213
0.024237193167209625,0.9925719499588013,0.12622332572937012,0.9668523669242859
0.022110728546977043,0.9920148849487305,0.14857974648475647,0.9654595851898193
0.016778018325567245,0.9938718676567078,0.1439225971698761,0.9676880240440369
0.01920032501220703,0.9923862814903259,0.17686320841312408,0.9668523669242859
0.01792982965707779,0.9938718676567078,0.1631452590227127,0.9715877175331116
0.01934841275215149,0.9929433465003967,0.12618909776210785,0.9735376238822937
0.019739782437682152,0.9929433465003967,0.13778845965862274,0.9701949954032898
0.017243320122361183,0.9935004711151123,0.12454680353403091,0.9704735279083252
