accuracy,loss,val_accuracy,val_loss
0.9873294234275818,0.06187833473086357,0.9908382296562195,0.03439009189605713
0.9929824471473694,0.024843454360961914,0.9888888597488403,0.03835330531001091
0.9939571022987366,0.02023780718445778,0.9908382296562195,0.03791282698512077
0.9951267242431641,0.019050357863307,0.9902533888816833,0.03442510589957237
0.9957764744758606,0.01601170375943184,0.9914230108261108,0.03402353450655937
0.9950617551803589,0.0169292651116848,0.9908382296562195,0.031291503459215164
0.9949317574501038,0.015510482713580132,0.9918128848075867,0.03441331163048744
0.9955165982246399,0.0136149562895298,0.9916179180145264,0.0322011262178421
0.9957115054130554,0.01298677921295166,0.9925925731658936,0.035623691976070404
0.996361255645752,0.011354879476130009,0.9922027587890625,0.03656425327062607
0.9957764744758606,0.0124612245708704,0.991033136844635,0.03722004592418671
0.9960364103317261,0.010054209269583225,0.9922027587890625,0.035268425941467285
0.9975958466529846,0.007504644803702831,0.9918128848075867,0.04360906407237053
0.9962962865829468,0.01204361580312252,0.9941520690917969,0.025659916922450066
0.9968810677528381,0.010732241906225681,0.9916179180145264,0.030899353325366974
0.9962962865829468,0.011882047168910503,0.9900584816932678,0.03946652635931969
0.9970110654830933,0.010009155608713627,0.9933723211288452,0.031350817531347275
0.9973359107971191,0.006717468611896038,0.9894737005233765,0.0509256049990654
0.9965562224388123,0.010712633840739727,0.992397665977478,0.03691761568188667
0.996361255645752,0.011696342378854752,0.9916179180145264,0.03297674283385277
0.9960364103317261,0.010766902007162571,0.9933723211288452,0.03724008426070213
0.9976608157157898,0.008012418635189533,0.9920077919960022,0.04466482251882553
0.9970760345458984,0.009830777533352375,0.9929824471473694,0.03668929636478424
0.9970760345458984,0.009625937789678574,0.9894737005233765,0.044968001544475555
0.996361255645752,0.011584347113966942,0.9920077919960022,0.03162519633769989
0.9965562224388123,0.010797584429383278,0.9902533888816833,0.0392606183886528
0.9975958466529846,0.007029194384813309,0.992397665977478,0.0326714925467968
0.9985705018043518,0.004433323163539171,0.9914230108261108,0.04276403412222862
0.9983755946159363,0.005072117783129215,0.9925925731658936,0.04372647404670715
0.996816098690033,0.008998576551675797,0.992397665977478,0.036164991557598114
0.9969460964202881,0.010407013818621635,0.9925925731658936,0.035424958914518356
0.9980506896972656,0.006302338559180498,0.9931774139404297,0.0406104177236557
0.9975308775901794,0.006508447229862213,0.9931774139404297,0.048981793224811554
0.9977907538414001,0.008006053976714611,0.9916179180145264,0.0394400991499424
0.9965562224388123,0.010379686020314693,0.9918128848075867,0.04146465286612511
0.9968810677528381,0.00948085356503725,0.9925925731658936,0.04515771195292473
0.9979857206344604,0.0070257955230772495,0.9920077919960022,0.043719954788684845
0.9979207515716553,0.0068033477291464806,0.9925925731658936,0.04606327787041664
0.9970110654830933,0.008852347731590271,0.9927875399589539,0.043387193232774734
0.9974009394645691,0.008108767680823803,0.9904483556747437,0.039062947034835815
0.9973359107971191,0.006478496827185154,0.9935672283172607,0.03942590206861496
0.9984405636787415,0.0038457894697785378,0.992397665977478,0.05032991245388985
0.9980506896972656,0.005825413390994072,0.991033136844635,0.050729840993881226
0.9980506896972656,0.005954425316303968,0.9929824471473694,0.051566287875175476
0.9984405636787415,0.005457201972603798,0.992397665977478,0.05621572956442833
0.9979207515716553,0.005406783893704414,0.9935672283172607,0.0392456129193306
0.9979207515716553,0.007616225630044937,0.9912280440330505,0.04014906287193298
0.9983105659484863,0.005414656829088926,0.9929824471473694,0.04164140671491623
0.9983105659484863,0.004645300097763538,0.991033136844635,0.05150700733065605
0.9980506896972656,0.006375760771334171,0.9922027587890625,0.05137151852250099
0.9966211915016174,0.011535310186445713,0.989668607711792,0.043719783425331116
0.9979857206344604,0.0062005664221942425,0.9916179180145264,0.05090450868010521
0.9987004399299622,0.0040755122900009155,0.9908382296562195,0.05644083768129349
0.9975958466529846,0.008060082793235779,0.9914230108261108,0.047963887453079224
0.9979857206344604,0.0051278285682201385,0.9912280440330505,0.05844292789697647
0.9980506896972656,0.006607417482882738,0.9933723211288452,0.04245223104953766
0.9972059726715088,0.007414257153868675,0.9886939525604248,0.05553726851940155
0.9980506896972656,0.005965199787169695,0.992397665977478,0.046184081584215164
0.998180627822876,0.005158162210136652,0.9916179180145264,0.0522032268345356
0.998635470867157,0.004452417604625225,0.9922027587890625,0.05026264116168022
0.9985055327415466,0.0040632435120642185,0.9925925731658936,0.05567630007863045
0.9984405636787415,0.00403211172670126,0.9920077919960022,0.05087684839963913
0.9981156587600708,0.007201546337455511,0.9906432628631592,0.05841056630015373
0.9975308775901794,0.007573709357529879,0.9914230108261108,0.06420253962278366
0.9975308775901794,0.008662404492497444,0.9914230108261108,0.039413392543792725
0.9981156587600708,0.005384974181652069,0.9925925731658936,0.04550842568278313
0.9978557229042053,0.0059487782418727875,0.9920077919960022,0.04671566188335419
0.997725784778595,0.006718924269080162,0.9908382296562195,0.04704057052731514
0.9980506896972656,0.005836701951920986,0.9904483556747437,0.05345814675092697
0.9981156587600708,0.005110917147248983,0.9914230108261108,0.05921968072652817
0.9978557229042053,0.006959868595004082,0.9902533888816833,0.05005934461951256
0.998180627822876,0.004837940447032452,0.993762195110321,0.040406934916973114
0.999090313911438,0.0027415771037340164,0.9912280440330505,0.05974065884947777
0.9974659085273743,0.009107115678489208,0.9908382296562195,0.047876305878162384
0.9978557229042053,0.005160131491720676,0.991033136844635,0.05440239980816841
0.9985705018043518,0.006414338480681181,0.9914230108261108,0.04908037558197975
0.9979207515716553,0.007248361594974995,0.9916179180145264,0.04133383557200432
0.999090313911438,0.0029363983776420355,0.9925925731658936,0.05752202868461609
0.9987004399299622,0.003347981721162796,0.9906432628631592,0.0715964064002037
0.9971410036087036,0.009561442770063877,0.9914230108261108,0.05411097779870033
0.9982455968856812,0.0057283123023808,0.9916179180145264,0.046825751662254333
0.9974659085273743,0.00765960244461894,0.9912280440330505,0.04521588608622551
0.997725784778595,0.007020202931016684,0.992397665977478,0.04318806156516075
0.9982455968856812,0.005029398947954178,0.9900584816932678,0.06019531562924385
0.9987004399299622,0.0030952580273151398,0.9914230108261108,0.054857030510902405
0.9980506896972656,0.006255715154111385,0.989668607711792,0.06279793381690979
0.9994801878929138,0.002574173966422677,0.9922027587890625,0.06278426200151443
0.9977907538414001,0.007605441380292177,0.991033136844635,0.05265166983008385
0.9976608157157898,0.006331304088234901,0.9918128848075867,0.0498109869658947
0.9982455968856812,0.005518193356692791,0.9918128848075867,0.04301929101347923
0.9983755946159363,0.004027842544019222,0.9916179180145264,0.05144098773598671
0.9992202520370483,0.0023701279424130917,0.9908382296562195,0.056746140122413635
0.9981156587600708,0.005355978384613991,0.9931774139404297,0.04995708540081978
0.9987654089927673,0.004056471865624189,0.9912280440330505,0.05480989068746567
0.9988954067230225,0.004397620912641287,0.9920077919960022,0.060519974678754807
