epoch,loss,accuracy,val_loss,val_accuracy
1,1.055977702140808,0.704365074634552,0.5012354850769043,0.8273453116416931
2,0.44305774569511414,0.8587549328804016,0.38103732466697693,0.8752495050430298
3,0.3243574798107147,0.8950892686843872,0.30886319279670715,0.8952096104621887
4,0.25449174642562866,0.91567462682724,0.3027551472187042,0.8942115902900696
5,0.22045063972473145,0.9262152910232544,0.269729882478714,0.901197612285614
6,0.18824928998947144,0.9341517686843872,0.2915934920310974,0.9111776351928711
7,0.15886983275413513,0.9443204402923584,0.26462534070014954,0.9121756553649902
8,0.14765532314777374,0.9487847089767456,0.2577550709247589,0.9151696562767029
9,0.11929170042276382,0.9567212462425232,0.243281751871109,0.916167676448822
10,0.11452477425336838,0.958457350730896,0.2518553137779236,0.9191616773605347
11,0.09155397117137909,0.9666418433189392,0.2415594905614853,0.916167676448822
12,0.08362944424152374,0.9698660969734192,0.23706868290901184,0.9141716361045837
13,0.07840348035097122,0.9727182388305664,0.2439773678779602,0.9191616773605347
14,0.07069847732782364,0.9743303656578064,0.2531060576438904,0.9151696562767029
15,0.05835981294512749,0.9801587462425232,0.2436722069978714,0.9181636571884155
16,0.06003275513648987,0.9795386791229248,0.2412634938955307,0.9211576581001282
17,0.054534584283828735,0.9816468358039856,0.24075110256671906,0.9271457195281982
18,0.048491351306438446,0.9841269850730896,0.24039940536022186,0.92514967918396
19,0.04252718389034271,0.9842509627342224,0.2309725284576416,0.9281437397003174
20,0.040697094053030014,0.9862351417541504,0.23776663839817047,0.9261476993560791
21,0.03984851390123367,0.9879712462425232,0.24171605706214905,0.9241517186164856
22,0.03649034723639488,0.988095223903656,0.23862144351005554,0.9181636571884155
23,0.0339885875582695,0.9890872836112976,0.2576669752597809,0.9211576581001282
24,0.030417343601584435,0.9894593358039856,0.24342967569828033,0.9281437397003174
25,0.030595429241657257,0.9902033805847168,0.2419138103723526,0.9261476993560791
26,0.03053913079202175,0.99057537317276,0.23966491222381592,0.9271457195281982
27,0.027599144726991653,0.9920634627342224,0.2536298632621765,0.9271457195281982
28,0.025465015321969986,0.991815447807312,0.2554509937763214,0.9221556782722473
29,0.026065748184919357,0.9923115372657776,0.25475427508354187,0.9281437397003174
30,0.022644799202680588,0.9915674328804016,0.26683929562568665,0.92514967918396
31,0.02313852868974209,0.9933035969734192,0.2515731155872345,0.9271457195281982
32,0.019913826137781143,0.994667649269104,0.2527051866054535,0.9241517186164856
33,0.020336218178272247,0.9936755895614624,0.25209689140319824,0.9241517186164856
34,0.018049154430627823,0.9945436716079712,0.2524987459182739,0.9271457195281982
35,0.01844356767833233,0.9952877163887024,0.25675326585769653,0.9191616773605347
36,0.021070241928100586,0.9941716194152832,0.25844261050224304,0.92514967918396
37,0.021699851378798485,0.9935516119003296,0.2763162851333618,0.9211576581001282
38,0.01691744662821293,0.996279776096344,0.2580412030220032,0.9231536984443665
39,0.018869644030928612,0.9945436716079712,0.27268028259277344,0.9201596975326538
40,0.01922032982110977,0.9941716194152832,0.2618965804576874,0.9281437397003174
41,0.0151233384385705,0.995907723903656,0.25857600569725037,0.9241517186164856
42,0.014423614367842674,0.9957837462425232,0.2668304741382599,0.9261476993560791
43,0.015247276052832603,0.9956597089767456,0.268190860748291,0.9231536984443665
44,0.01659484952688217,0.995039701461792,0.3032076060771942,0.9171656966209412
45,0.015630362555384636,0.9965277910232544,0.2691746652126312,0.92514967918396
46,0.012252732180058956,0.9964037537574768,0.2888597548007965,0.9241517186164856
47,0.015592050738632679,0.9952877163887024,0.29510509967803955,0.9241517186164856
48,0.015471629798412323,0.9960317611694336,0.2612033188343048,0.93113774061203
49,0.013384527526795864,0.9961557388305664,0.2845000922679901,0.9281437397003174
50,0.013004741631448269,0.9966517686843872,0.26144182682037354,0.9271457195281982
51,0.013721160590648651,0.9961557388305664,0.28427422046661377,0.9291417002677917
52,0.016790319234132767,0.9956597089767456,0.26082661747932434,0.9261476993560791
53,0.015354030765593052,0.9952877163887024,0.2681565582752228,0.9281437397003174
54,0.01551679614931345,0.9951636791229248,0.2960197925567627,0.9241517186164856
55,0.022813303396105766,0.9930555820465088,0.2799263298511505,0.9231536984443665
56,0.014200103469192982,0.9951636791229248,0.2790605425834656,0.9261476993560791
57,0.011501028202474117,0.9964037537574768,0.3018968403339386,0.9221556782722473
58,0.012084008194506168,0.9973958134651184,0.284843772649765,0.9301397204399109
59,0.02133767493069172,0.9942956566810608,0.2810172438621521,0.93113774061203
60,0.013420998118817806,0.996279776096344,0.2959708571434021,0.9231536984443665
61,0.014009960927069187,0.9956597089767456,0.30674290657043457,0.9201596975326538
62,0.0150314224883914,0.9957837462425232,0.28129926323890686,0.9281437397003174
63,0.012022209353744984,0.9967758059501648,0.28392934799194336,0.93113774061203
64,0.015204555355012417,0.9956597089767456,0.28819790482521057,0.93113774061203
65,0.012552664615213871,0.9960317611694336,0.33286479115486145,0.9301397204399109
66,0.010834738612174988,0.996279776096344,0.3093235492706299,0.9191616773605347
67,0.013208047486841679,0.9960317611694336,0.3001668453216553,0.9241517186164856
68,0.016803940758109093,0.995039701461792,0.3028421998023987,0.916167676448822
69,0.012097515165805817,0.9966517686843872,0.3052898645401001,0.9201596975326538
70,0.016055885702371597,0.995907723903656,0.30072537064552307,0.9271457195281982
71,0.011407501995563507,0.9968997836112976,0.323403537273407,0.916167676448822
72,0.012030906975269318,0.9967758059501648,0.30935201048851013,0.9271457195281982
73,0.013097506947815418,0.9960317611694336,0.301647424697876,0.9321357011795044
74,0.016347918659448624,0.9955357313156128,0.28230732679367065,0.93113774061203
75,0.01235965359956026,0.9957837462425232,0.3025013506412506,0.9261476993560791
76,0.014163975603878498,0.9945436716079712,0.4086048901081085,0.9081836342811584
77,0.015150302089750767,0.996279776096344,0.31153756380081177,0.92514967918396
78,0.011081143282353878,0.9972718358039856,0.31797775626182556,0.9291417002677917
79,0.010296668857336044,0.9972718358039856,0.31911495327949524,0.9261476993560791
80,0.013031023554503918,0.996279776096344,0.3052903711795807,0.9261476993560791
81,0.011117166839540005,0.9965277910232544,0.30190280079841614,0.9241517186164856
