epoch,loss,accuracy,val_loss,val_accuracy
1,1.1694973707199097,0.5845733880996704,0.6307759284973145,0.7584830522537231
2,0.5902782678604126,0.7888144850730896,0.4498105049133301,0.832335352897644
3,0.47452959418296814,0.8349454402923584,0.401312917470932,0.8622754216194153
4,0.4088177978992462,0.8541666865348816,0.2975655794143677,0.8922155499458313
5,0.3629215657711029,0.872147798538208,0.3232479691505432,0.8882235288619995
6,0.3525088131427765,0.8792162537574768,0.285317063331604,0.8982036113739014
7,0.32419583201408386,0.8861607313156128,0.2886989712715149,0.9091816544532776
8,0.29142144322395325,0.8978174328804016,0.27318650484085083,0.9061876535415649
9,0.2999754846096039,0.8985615372657776,0.2455662190914154,0.9091816544532776
10,0.2715565860271454,0.9048858880996704,0.2504707872867584,0.9081836342811584
11,0.26453903317451477,0.9056299328804016,0.26007115840911865,0.9021956324577332
12,0.2502497434616089,0.9122023582458496,0.23200707137584686,0.9071856141090393
13,0.24193890392780304,0.916914701461792,0.20982547104358673,0.93113774061203
14,0.23520156741142273,0.9207589030265808,0.24008820950984955,0.9171656966209412
15,0.2232862114906311,0.9244791865348816,0.20918963849544525,0.9321357011795044
16,0.2218836098909378,0.921875,0.19448170065879822,0.9291417002677917
17,0.20784839987754822,0.9269593358039856,0.21137383580207825,0.9181636571884155
18,0.20743529498577118,0.9250991940498352,0.2104741334915161,0.9221556782722473
19,0.2071579247713089,0.9248511791229248,0.19310060143470764,0.9341317415237427
20,0.19658665359020233,0.9301835298538208,0.1834619641304016,0.9351297616958618
21,0.1918995976448059,0.9345238208770752,0.1861194670200348,0.9361277222633362
22,0.19349190592765808,0.9330357313156128,0.18348029255867004,0.9381237626075745
23,0.18702366948127747,0.932539701461792,0.1918826550245285,0.93113774061203
24,0.17848029732704163,0.9375,0.1997300237417221,0.9281437397003174
25,0.1729447841644287,0.942460298538208,0.2147875726222992,0.92514967918396
26,0.1745854616165161,0.940352201461792,0.18182919919490814,0.9341317415237427
27,0.1751321405172348,0.9406002163887024,0.16716957092285156,0.9331337213516235
28,0.16918763518333435,0.941592276096344,0.1791141927242279,0.940119743347168
29,0.1724361777305603,0.939980149269104,0.20210421085357666,0.9281437397003174
30,0.16494932770729065,0.942832350730896,0.18161992728710175,0.93113774061203
31,0.16553691029548645,0.9404761791229248,0.17903754115104675,0.9301397204399109
32,0.15995360910892487,0.942460298538208,0.17650438845157623,0.9391217827796936
33,0.15727882087230682,0.9434523582458496,0.16044166684150696,0.9421157836914062
34,0.15874485671520233,0.9446924328804016,0.17872971296310425,0.9371257424354553
35,0.15301872789859772,0.9496527910232544,0.19176927208900452,0.9421157836914062
36,0.16137877106666565,0.9433283805847168,0.15911220014095306,0.9441117644309998
37,0.1589677333831787,0.9420883059501648,0.16869638860225677,0.9431137442588806
38,0.15949298441410065,0.9423363208770752,0.16961945593357086,0.9431137442588806
39,0.15835949778556824,0.9464285969734192,0.1715264469385147,0.9441117644309998
40,0.1531984955072403,0.9486607313156128,0.17630921304225922,0.93113774061203
41,0.14571300148963928,0.9487847089767456,0.18324856460094452,0.940119743347168
42,0.15736493468284607,0.9448164701461792,0.15120595693588257,0.946107804775238
43,0.1503065675497055,0.9500247836112976,0.1498420685529709,0.9500998258590698
44,0.15078523755073547,0.946552574634552,0.17518684267997742,0.9371257424354553
45,0.1389455944299698,0.951884925365448,0.15772798657417297,0.9471057653427124
46,0.14381197094917297,0.9495287537574768,0.16456687450408936,0.9431137442588806
47,0.13900160789489746,0.9513888955116272,0.17060229182243347,0.9301397204399109
48,0.14640052616596222,0.9486607313156128,0.1589614301919937,0.9491018056869507
49,0.14452099800109863,0.9507688283920288,0.17517396807670593,0.940119743347168
50,0.14364200830459595,0.9512648582458496,0.15735118091106415,0.946107804775238
51,0.14176499843597412,0.9501488208770752,0.1590362936258316,0.9481037855148315
52,0.14078152179718018,0.9517608880996704,0.16150662302970886,0.9500998258590698
53,0.13657858967781067,0.9510168433189392,0.16240043938159943,0.946107804775238
