epoch,loss,accuracy,val_loss,val_accuracy
1,0.8109647035598755,0.7014878988265991,0.550241231918335,0.7985074520111084
2,0.4439418315887451,0.8357098698616028,0.3782636821269989,0.861940324306488
3,0.3453005254268646,0.8732175827026367,0.32254862785339355,0.8942785859107971
4,0.26068609952926636,0.9107253551483154,0.3029177486896515,0.8992537260055542
5,0.25155946612358093,0.9133601784706116,0.28265371918678284,0.9129353165626526
6,0.23868992924690247,0.9197148084640503,0.262593537569046,0.9166666865348816
7,0.21084533631801605,0.9265344142913818,0.22833430767059326,0.9203979969024658
8,0.18934740126132965,0.937538743019104,0.2340686321258545,0.9179104566574097
9,0.1777748316526413,0.940638542175293,0.23302555084228516,0.927860677242279
10,0.18779641389846802,0.9358338713645935,0.18498307466506958,0.9378109574317932
11,0.13521449267864227,0.9553626775741577,0.18005524575710297,0.9378109574317932
12,0.14849907159805298,0.9483880996704102,0.1710851490497589,0.9477611780166626
13,0.13074210286140442,0.9578425288200378,0.17561767995357513,0.9315920472145081
14,0.1303214579820633,0.9552077054977417,0.17040064930915833,0.9452736377716064
15,0.11961754411458969,0.9566026329994202,0.12447480857372284,0.9577114582061768
16,0.10798454284667969,0.9654370546340942,0.2110373079776764,0.9465174078941345
17,0.11963367462158203,0.9609423279762268,0.17341803014278412,0.9539800882339478
18,0.15566594898700714,0.9476131200790405,0.17164070904254913,0.9402984976768494
19,0.11679516732692719,0.9587724804878235,0.20213063061237335,0.9427860975265503
20,0.11042751371860504,0.9638871550559998,0.14679282903671265,0.9577114582061768
21,0.09481335431337357,0.9674519300460815,0.18161356449127197,0.9490049481391907
22,0.09858640283346176,0.9640421867370605,0.15054844319820404,0.9626865386962891
23,0.10993743687868118,0.9629572033882141,0.29793864488601685,0.9129353165626526
24,0.0965309888124466,0.9677619338035583,0.14953045547008514,0.9552238583564758
25,0.10099617391824722,0.9677619338035583,0.14290520548820496,0.9601989984512329
26,0.10049501806497574,0.9654370546340942,0.18651843070983887,0.9427860975265503
27,0.10791467875242233,0.9646621346473694,0.13396494090557098,0.9626865386962891
28,0.06940022110939026,0.9756664633750916,0.17022377252578735,0.9539800882339478
29,0.09947264194488525,0.9677619338035583,0.1506064236164093,0.9564676880836487
30,0.08299732208251953,0.9713267087936401,0.11770535260438919,0.9689054489135742
31,0.06654989719390869,0.97706139087677,0.19285154342651367,0.9502487778663635
32,0.10102842003107071,0.9672969579696655,0.1134953647851944,0.9689054489135742
33,0.08672775328159332,0.9696218371391296,0.1681484580039978,0.9477611780166626
34,0.07856696844100952,0.9750465154647827,0.14400078356266022,0.9564676880836487
35,0.066951684653759,0.9769063591957092,0.15362729132175446,0.9564676880836487
36,0.08900084346532822,0.968691885471344,0.1780422031879425,0.9564676880836487
37,0.06975451856851578,0.9783012866973877,0.23374146223068237,0.9514925479888916
38,0.06554149836301804,0.977216362953186,0.17480772733688354,0.961442768573761
39,0.07367735356092453,0.9734966158866882,0.16508568823337555,0.9564676880836487
40,0.06337984651327133,0.9786112904548645,0.15286163985729218,0.96517413854599
41,0.07353299856185913,0.9756664633750916,0.14836843311786652,0.9676616787910461
42,0.07414042949676514,0.9758214354515076,0.16602951288223267,0.9589552283287048
43,0.07950355857610703,0.9733415842056274,0.16559100151062012,0.9539800882339478
44,0.09243535995483398,0.9714817404747009,0.20959436893463135,0.9527363181114197
45,0.08826354146003723,0.9721016883850098,0.1280592978000641,0.9626865386962891
46,0.06477347761392593,0.980316162109375,0.16778887808322906,0.9601989984512329
47,0.08809351921081543,0.9708617329597473,0.11452285200357437,0.9664179086685181
48,0.05531053617596626,0.9814011454582214,0.12625384330749512,0.9601989984512329
49,0.05305240675806999,0.9818660616874695,0.14957404136657715,0.9664179086685181
50,0.05107542872428894,0.9827960133552551,0.2147301882505417,0.9539800882339478
51,0.08318598568439484,0.9744265079498291,0.12297169864177704,0.9701492786407471
52,0.060999900102615356,0.9793862104415894,0.13050112128257751,0.9689054489135742
53,0.05761927366256714,0.9812461137771606,0.24496053159236908,0.9514925479888916
54,0.0616682730615139,0.9798511862754822,0.13862082362174988,0.9701492786407471
55,0.07732228189706802,0.9753564596176147,0.14358320832252502,0.9564676880836487
56,0.055462803691625595,0.9812461137771606,0.1286524534225464,0.9514925479888916
57,0.053781658411026,0.9826410412788391,0.1683705896139145,0.9589552283287048
58,0.06356179714202881,0.980006217956543,0.18691618740558624,0.9626865386962891
59,0.05070168152451515,0.9827960133552551,0.12418650090694427,0.9626865386962891
60,0.06762483716011047,0.9781463146209717,0.2247713804244995,0.9402984976768494
61,0.06272170692682266,0.9790762662887573,0.14575977623462677,0.9664179086685181
62,0.05951828882098198,0.9810911417007446,0.17958007752895355,0.9465174078941345
63,0.058151356875896454,0.9812461137771606,0.12782342731952667,0.9689054489135742
64,0.03571677580475807,0.9879107475280762,0.14026467502117157,0.9689054489135742
65,0.049008578062057495,0.9837259650230408,0.24021144211292267,0.9465174078941345
66,0.06343165785074234,0.9779913425445557,0.1473667323589325,0.9564676880836487
67,0.039322443306446075,0.9863608479499817,0.14630034565925598,0.9664179086685181
68,0.032914210110902786,0.9876007437705994,0.12606078386306763,0.9676616787910461
69,0.06115301325917244,0.9814011454582214,0.15330137312412262,0.9564676880836487
70,0.0634782612323761,0.9783012866973877,0.18878056108951569,0.9564676880836487
71,0.0630510076880455,0.9796962141990662,0.14721280336380005,0.9664179086685181
72,0.0575004443526268,0.9834160208702087,0.21060813963413239,0.9552238583564758
73,0.06300035864114761,0.980006217956543,0.17373766005039215,0.9564676880836487
74,0.06358662992715836,0.9796962141990662,0.14143279194831848,0.9639303684234619
75,0.0429072268307209,0.9868257641792297,0.13702979683876038,0.96517413854599
76,0.03621196001768112,0.9889956712722778,0.1292143613100052,0.9626865386962891
77,0.06799915432929993,0.9790762662887573,0.1433524489402771,0.9626865386962891
78,0.05842128396034241,0.9823310375213623,0.13969038426876068,0.9664179086685181
79,0.05187739431858063,0.9826410412788391,0.18041931092739105,0.9577114582061768
80,0.046957988291978836,0.9849659204483032,0.14392684400081635,0.9664179086685181
81,0.05715331807732582,0.9826410412788391,0.20323480665683746,0.9502487778663635
82,0.04923471435904503,0.983260989189148,0.17059609293937683,0.9589552283287048
83,0.045571353286504745,0.9855858683586121,0.1477903425693512,0.961442768573761
84,0.04202703386545181,0.9860508441925049,0.18907128274440765,0.9552238583564758
85,0.07117439061403275,0.9798511862754822,0.11134230345487595,0.9689054489135742
86,0.09517549723386765,0.9748914837837219,0.19197767972946167,0.9502487778663635
87,0.04957663267850876,0.9846559166908264,0.2324504405260086,0.9589552283287048
88,0.05004333332180977,0.9855858683586121,0.19690671563148499,0.9676616787910461
89,0.06753932684659958,0.9815561175346375,0.18767522275447845,0.9564676880836487
