loss,accuracy,val_loss,val_accuracy
0.1304224282503128,0.9518754482269287,0.12067922204732895,0.9515387415885925
0.09540880471467972,0.9601321220397949,0.12047173827886581,0.9543685913085938
0.08297330141067505,0.9653220176696777,0.1179230660200119,0.955783486366272
0.07323507219552994,0.9698042273521423,0.12976303696632385,0.9525999426841736
0.0705035924911499,0.9723991751670837,0.11547718942165375,0.9561372399330139
0.06629998236894608,0.9721632599830627,0.11374348402023315,0.9642730951309204
0.06236952170729637,0.9757018089294434,0.13441438972949982,0.956844687461853
0.05633682385087013,0.9767633676528931,0.1549689620733261,0.9603820443153381
0.05615633726119995,0.9782967567443848,0.12890908122062683,0.957198441028595
0.055910494178533554,0.9772351980209351,0.13400815427303314,0.9554297924041748
0.04915979504585266,0.9814814925193787,0.13165231049060822,0.9600282907485962
0.04625476151704788,0.9810096621513367,0.15393857657909393,0.9607357382774353
0.04388299956917763,0.9813635349273682,0.14947329461574554,0.957198441028595
0.05378901958465576,0.9793583154678345,0.1269279271364212,0.9617969393730164
0.049169257283210754,0.979948103427887,0.13995689153671265,0.9575521945953369
0.04414020851254463,0.9823071360588074,0.17143720388412476,0.9554297924041748
0.04297079145908356,0.9827789664268494,0.1423802375793457,0.9617969393730164
0.0374533049762249,0.9857277870178223,0.15849299728870392,0.9617969393730164
0.03840936720371246,0.9853739142417908,0.164596289396286,0.957198441028595
0.03844330832362175,0.9854918718338013,0.1479898989200592,0.9614432454109192
0.038920510560274124,0.9852559566497803,0.18404051661491394,0.9614432454109192
0.03694090619683266,0.9853739142417908,0.16297414898872375,0.9607357382774353
0.033651407808065414,0.9877329468727112,0.1797810047864914,0.9564909934997559
0.03582025691866875,0.9846661686897278,0.15686695277690887,0.9596745371818542
0.03294183313846588,0.9871432185173035,0.19093070924282074,0.9589670896530151
0.037502601742744446,0.9846661686897278,0.19726870954036713,0.9575521945953369
0.029272733256220818,0.9889124631881714,0.19933849573135376,0.9607357382774353
0.026917319744825363,0.9892663359642029,0.188126802444458,0.9635655879974365
0.03458771854639053,0.9889124631881714,0.1456533670425415,0.9621506929397583
0.03665997087955475,0.987261176109314,0.15242528915405273,0.9614432454109192
0.036250751465559006,0.9864354729652405,0.15323837101459503,0.9589670896530151
0.03170083835721016,0.9877329468727112,0.18617397546768188,0.9607357382774353
0.026826536282896996,0.9903278946876526,0.195673868060112,0.9614432454109192
0.02912069857120514,0.9895022511482239,0.1762160360813141,0.958613395690918
0.029519598931074142,0.9896202087402344,0.16304966807365417,0.9600282907485962
0.028117703273892403,0.9899740219116211,0.19018949568271637,0.956844687461853
0.027505280449986458,0.9890304207801819,0.22333866357803345,0.9589670896530151
0.026177886873483658,0.9890304207801819,0.17465606331825256,0.958259642124176
0.03210696950554848,0.986789345741272,0.17299969494342804,0.9596745371818542
0.02464994229376316,0.9907997250556946,0.20978587865829468,0.9603820443153381
0.024636857211589813,0.9907997250556946,0.2166087031364441,0.9589670896530151
0.024513721466064453,0.9905638098716736,0.19166794419288635,0.9646267890930176
0.02703407220542431,0.9892663359642029,0.19420413672924042,0.9550760388374329
0.02954348549246788,0.9887945055961609,0.17100270092487335,0.9550760388374329
0.02912677638232708,0.9879688620567322,0.1684626340866089,0.9625044465065002
0.0223084669560194,0.9919792413711548,0.2173805683851242,0.956844687461853
0.02478145807981491,0.9910356402397156,0.21048787236213684,0.9547223448753357
0.02411767840385437,0.9899740219116211,0.22302882373332977,0.9554297924041748
0.02656005695462227,0.9895022511482239,0.1902962327003479,0.9589670896530151
0.03420787677168846,0.9877329468727112,0.16803772747516632,0.9575521945953369
0.03733264282345772,0.9843123555183411,0.16733042895793915,0.956844687461853
0.026987139135599136,0.9889124631881714,0.21914680302143097,0.9543685913085938
0.03196210414171219,0.9879688620567322,0.18000471591949463,0.9529536366462708
0.02156372368335724,0.9925690293312073,0.2000970095396042,0.9561372399330139
0.014795794151723385,0.9948101043701172,0.21296916902065277,0.9579058885574341
0.01908399723470211,0.9924510717391968,0.2238265872001648,0.9575521945953369
0.023429855704307556,0.9905638098716736,0.19973714649677277,0.9607357382774353
0.032394889742136,0.9877329468727112,0.23941192030906677,0.9494163393974304
0.02792978286743164,0.9890304207801819,0.2023623138666153,0.9603820443153381
0.026784125715494156,0.9902099370956421,0.19640280306339264,0.955783486366272
0.021889153867959976,0.9915074110031128,0.18755361437797546,0.958613395690918
0.01832468993961811,0.9925690293312073,0.24155934154987335,0.9561372399330139
0.01835252344608307,0.9935126304626465,0.2624058127403259,0.9547223448753357
0.016749201342463493,0.993866503238678,0.24192138016223907,0.956844687461853
0.01745641976594925,0.993866503238678,0.2357308566570282,0.9554297924041748
0.02149800769984722,0.9930408000946045,0.21229007840156555,0.9540148377418518
0.015603831969201565,0.9943382740020752,0.24702751636505127,0.956844687461853
0.02371632307767868,0.9911535978317261,0.1990746110677719,0.9554297924041748
0.03006696328520775,0.9892663359642029,0.20512357354164124,0.9579058885574341
0.02146225795149803,0.992922842502594,0.2276187241077423,0.9575521945953369
0.018963472917675972,0.9924510717391968,0.2387462854385376,0.958613395690918
0.017437448725104332,0.993394672870636,0.24149101972579956,0.957198441028595
0.010906646959483624,0.9958716630935669,0.2846854031085968,0.9600282907485962
0.013677858747541904,0.9953998327255249,0.23263110220432281,0.9607357382774353
0.019310971722006798,0.9924510717391968,0.23557479679584503,0.9603820443153381
0.02651142328977585,0.9903278946876526,0.21729262173175812,0.9561372399330139
0.026797980070114136,0.9903278946876526,0.1988481730222702,0.9579058885574341
0.01788088120520115,0.9937485456466675,0.20960760116577148,0.9561372399330139
0.012575896456837654,0.9956357479095459,0.2792759835720062,0.956844687461853
0.028016794472932816,0.9905638098716736,0.173227459192276,0.9547223448753357
0.021591799333691597,0.9920971989631653,0.20163780450820923,0.9554297924041748
0.021099809557199478,0.9918612837791443,0.1967329978942871,0.9575521945953369
0.02040986530482769,0.9928048849105835,0.22516244649887085,0.9561372399330139
0.01426716335117817,0.9948101043701172,0.22427140176296234,0.9536611437797546
0.027689659968018532,0.9893842935562134,0.20028866827487946,0.957198441028595
0.01683330535888672,0.9946921467781067,0.2163967490196228,0.957198441028595
0.009731526486575603,0.9962255358695984,0.26400846242904663,0.9600282907485962
0.006112058646976948,0.9978768825531006,0.27482175827026367,0.9596745371818542
0.01247693132609129,0.9951639771461487,0.26112306118011475,0.9564909934997559
0.011090414598584175,0.9956357479095459,0.3136707842350006,0.9547223448753357
0.021357083693146706,0.9930408000946045,0.22076421976089478,0.9472939372062683
0.02634136751294136,0.9889124631881714,0.22558647394180298,0.9533073902130127
0.016628282144665718,0.9935126304626465,0.24349015951156616,0.957198441028595
0.017445063218474388,0.9941023588180542,0.22647146880626678,0.9533073902130127
0.01592324860394001,0.993630588054657,0.2166294902563095,0.957198441028595
0.02069774642586708,0.9919792413711548,0.2271258533000946,0.9579058885574341
0.008942512795329094,0.9969332218170166,0.2818658947944641,0.9575521945953369
0.0062532080337405205,0.9979947805404663,0.3032587468624115,0.9600282907485962
0.016469266265630722,0.9950460195541382,0.2454134225845337,0.955783486366272
0.02081119827926159,0.9922151565551758,0.260761559009552,0.9504775404930115
