accuracy,loss,val_accuracy,val_loss
0.9891219735145569,0.046857912093400955,0.9930070042610168,0.02887152135372162
0.9922299981117249,0.025177808478474617,0.9944638609886169,0.027212250977754593
0.9951437711715698,0.019030358642339706,0.993881106376648,0.025494510307908058
0.9951437711715698,0.014607357792556286,0.9941725134849548,0.026362726464867592
0.996309220790863,0.012882075272500515,0.9918414950370789,0.031100643798708916
0.997474730014801,0.009840412065386772,0.99271559715271,0.034281253814697266
0.9955322742462158,0.014586291275918484,0.9941725134849548,0.026076452806591988
0.997863233089447,0.00796718243509531,0.9944638609886169,0.029601391404867172
0.9973776340484619,0.0076765441335737705,0.9941725134849548,0.03274235874414444
0.998640239238739,0.004850232508033514,0.992132842540741,0.03651932254433632
0.9983488917350769,0.006844568066298962,0.9930070042610168,0.032993584871292114
0.998251736164093,0.006243742071092129,0.9924242496490479,0.03978314995765686
0.9967948794364929,0.00946179497987032,0.9947552680969238,0.032224200665950775
0.998640239238739,0.004570332821458578,0.995920717716217,0.03752763569355011
0.9987373948097229,0.0036665594670921564,0.9944638609886169,0.04334589093923569
0.997086226940155,0.00797200482338667,0.993881106376648,0.03291572257876396
0.998445987701416,0.004232766572386026,0.995920717716217,0.03250380977988243
0.9989316463470459,0.0030277555342763662,0.9950466156005859,0.03686343505978584
0.998640239238739,0.0045697507448494434,0.9953380227088928,0.032966502010822296
0.997863233089447,0.006657419726252556,0.9903846383094788,0.043787579983472824
0.998640239238739,0.004065199755132198,0.9944638609886169,0.04007755219936371
0.999222993850708,0.0029047050047665834,0.9947552680969238,0.038959432393312454
0.998640239238739,0.005551381502300501,0.993298351764679,0.040441278368234634
0.996309220790863,0.011350483633577824,0.9935897588729858,0.02782028168439865
0.9966006278991699,0.011827342212200165,0.9930070042610168,0.033010333776474
0.9971833825111389,0.008674480952322483,0.992132842540741,0.03355494886636734
0.99805748462677,0.006332664284855127,0.9924242496490479,0.03604910150170326
0.9981546401977539,0.004746533930301666,0.993881106376648,0.034667618572711945
0.9991258978843689,0.003448124974966049,0.9956293702125549,0.03910834342241287
